tank_id,t_is,h_valve,t_valve,t_set,t_min,t_max,time_index,month
67,8.3,0,1,8,7.5,8.5,2023/1/1 03:07,January
67,8.2,0,1,8,7.5,8.5,2023/1/1 03:08,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 03:27,January
67,8,0,0,8,7.5,8.5,2023/1/1 03:28,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 03:37,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 03:41,January
67,8.2,0,1,8,7.5,8.5,2023/1/1 03:42,January
67,8.1,0,1,8,7.5,8.5,2023/1/1 03:45,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 03:46,January
67,8,0,0,8,7.5,8.5,2023/1/1 03:47,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 03:48,January
67,8.2,0,0,8,7.5,8.5,2023/1/1 03:49,January
67,8.3,0,1,8,7.5,8.5,2023/1/1 03:50,January
67,8.3,0,1,8,7.5,8.5,2023/1/1 03:52,January
67,8.2,0,1,8,7.5,8.5,2023/1/1 03:56,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 03:57,January
67,8.2,0,0,8,7.5,8.5,2023/1/1 03:59,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 04:00,January
67,8.2,0,0,8,7.5,8.5,2023/1/1 04:01,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 04:02,January
67,8.2,0,0,8,7.5,8.5,2023/1/1 04:03,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 04:10,January
67,8.2,0,0,8,7.5,8.5,2023/1/1 04:11,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 04:14,January
67,8.2,0,0,8,7.5,8.5,2023/1/1 04:15,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 04:21,January
67,8.2,0,0,8,7.5,8.5,2023/1/1 04:22,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 04:32,January
67,8.2,0,0,8,7.5,8.5,2023/1/1 04:34,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 04:36,January
67,8.2,0,0,8,7.5,8.5,2023/1/1 04:37,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 05:31,January
67,8.2,0,0,8,7.5,8.5,2023/1/1 05:32,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 06:01,January
67,8.2,0,0,8,7.5,8.5,2023/1/1 06:02,January
67,8.2,0,1,8,7.5,8.5,2023/1/1 10:45,January
67,8.1,0,1,8,7.5,8.5,2023/1/1 11:22,January
67,8.2,0,1,8,7.5,8.5,2023/1/1 11:23,January
67,8.1,0,1,8,7.5,8.5,2023/1/1 11:35,January
67,8.2,0,1,8,7.5,8.5,2023/1/1 11:37,January
67,8.1,0,1,8,7.5,8.5,2023/1/1 11:39,January
67,8.2,0,1,8,7.5,8.5,2023/1/1 11:40,January
67,8.1,0,1,8,7.5,8.5,2023/1/1 11:42,January
67,8,0,0,8,7.5,8.5,2023/1/1 12:21,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 12:23,January
67,8,0,0,8,7.5,8.5,2023/1/1 12:25,January
67,8,0,0,8,7.5,8.5,2023/1/1 12:31,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 14:52,January
67,8,0,0,8,7.5,8.5,2023/1/1 14:53,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 14:54,January
67,8,0,0,8,7.5,8.5,2023/1/1 14:55,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 14:56,January
67,8,0,0,8,7.5,8.5,2023/1/1 14:57,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 15:00,January
67,8,0,0,8,7.5,8.5,2023/1/1 15:03,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 15:05,January
67,8,0,0,8,7.5,8.5,2023/1/1 15:06,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 15:18,January
67,8,0,0,8,7.5,8.5,2023/1/1 15:20,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 15:23,January
67,8,0,0,8,7.5,8.5,2023/1/1 15:30,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 15:31,January
67,8,0,0,8,7.5,8.5,2023/1/1 15:33,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 15:34,January
67,8,0,0,8,7.5,8.5,2023/1/1 15:45,January
67,8.1,0,0,8,7.5,8.5,2023/1/1 15:46,January
