tank_id,t_is,h_valve,t_valve,t_set,t_min,t_max,time_index,month
80,12.0,0.0,0.0,12,11.5,12.5,2022-10-01 00:02:08,October
80,12.3,0.0,1.0,12,11.5,12.5,2022-10-01 00:03:14,October
80,12.5,0.0,1.0,12,11.5,12.5,2022-10-01 00:04:20,October
80,12.7,0.0,1.0,12,11.5,12.5,2022-10-01 00:05:26,October
80,12.8,0.0,1.0,12,11.5,12.5,2022-10-01 00:06:32,October
80,12.9,0.0,1.0,12,11.5,12.5,2022-10-01 00:07:39,October
80,13.0,0.0,1.0,12,11.5,12.5,2022-10-01 00:09:51,October
80,12.9,0.0,1.0,12,11.5,12.5,2022-10-01 00:17:34,October
80,12.8,0.0,1.0,12,11.5,12.5,2022-10-01 00:21:59,October
80,12.7,0.0,1.0,12,11.5,12.5,2022-10-01 00:26:23,October
80,12.6,0.0,1.0,12,11.5,12.5,2022-10-01 00:28:35,October
80,12.5,0.0,1.0,12,11.5,12.5,2022-10-01 00:30:47,October
80,12.4,0.0,1.0,12,11.5,12.5,2022-10-01 00:32:59,October
80,12.3,0.0,1.0,12,11.5,12.5,2022-10-01 00:34:05,October
80,12.2,0.0,1.0,12,11.5,12.5,2022-10-01 00:35:11,October
80,12.1,0.0,1.0,12,11.5,12.5,2022-10-01 00:37:23,October
80,12.0,0.0,0.0,12,11.5,12.5,2022-10-01 00:38:29,October
80,11.9,0.0,0.0,12,11.5,12.5,2022-10-01 00:39:36,October
80,11.8,0.0,0.0,12,11.5,12.5,2022-10-01 00:40:42,October
80,11.8,1.0,0.0,12,11.5,12.5,2022-10-01 00:42:54,October
80,11.8,1.0,0.0,12,11.5,12.5,2022-10-01 00:46:12,October
80,11.9,1.0,0.0,12,11.5,12.5,2022-10-01 00:47:19,October
80,12.1,1.0,0.0,12,11.5,12.5,2022-10-01 00:48:25,October
80,12.3,0.0,1.0,12,11.5,12.5,2022-10-01 00:49:31,October
80,12.5,0.0,1.0,12,11.5,12.5,2022-10-01 00:50:37,October
80,12.7,0.0,1.0,12,11.5,12.5,2022-10-01 00:51:43,October
80,12.8,0.0,1.0,12,11.5,12.5,2022-10-01 00:52:49,October
80,12.9,0.0,1.0,12,11.5,12.5,2022-10-01 00:53:55,October
80,13.0,0.0,1.0,12,11.5,12.5,2022-10-01 00:55:01,October
80,13.1,0.0,1.0,12,11.5,12.5,2022-10-01 00:56:07,October
80,13.0,0.0,1.0,12,11.5,12.5,2022-10-01 01:02:44,October
80,12.9,0.0,1.0,12,11.5,12.5,2022-10-01 01:06:02,October
80,12.8,0.0,1.0,12,11.5,12.5,2022-10-01 01:08:15,October
80,12.7,0.0,1.0,12,11.5,12.5,2022-10-01 01:12:39,October
80,12.6,0.0,1.0,12,11.5,12.5,2022-10-01 01:15:57,October
80,12.5,0.0,1.0,12,11.5,12.5,2022-10-01 01:18:09,October
80,12.4,0.0,1.0,12,11.5,12.5,2022-10-01 01:21:27,October
80,12.3,0.0,1.0,12,11.5,12.5,2022-10-01 01:23:40,October
80,12.2,0.0,1.0,12,11.5,12.5,2022-10-01 01:25:52,October
80,12.1,0.0,1.0,12,11.5,12.5,2022-10-01 01:28:04,October
80,12.0,0.0,1.0,12,11.5,12.5,2022-10-01 01:30:16,October
80,12.0,0.0,0.0,12,11.5,12.5,2022-10-01 01:31:23,October
80,11.9,0.0,0.0,12,11.5,12.5,2022-10-01 01:32:29,October
80,11.8,0.0,0.0,12,11.5,12.5,2022-10-01 01:34:42,October
80,11.9,0.0,0.0,12,11.5,12.5,2022-10-01 01:41:20,October
