tank_id,t_is,h_valve,t_valve,t_set,t_min,t_max,time_index,month
65,9.0,0.0,0,9,8.5,9.5,2022-09-01 00:33:20,September
65,9.1,0.0,0,9,8.5,9.5,2022-09-01 01:39:32,September
65,9.0,0.0,0,9,8.5,9.5,2022-09-01 01:40:38,September
65,9.1,0.0,0,9,8.5,9.5,2022-09-01 01:41:44,September
65,9.0,0.0,0,9,8.5,9.5,2022-09-01 01:42:50,September
65,9.1,0.0,0,9,8.5,9.5,2022-09-01 01:47:15,September
65,9.0,0.0,0,9,8.5,9.5,2022-09-01 01:48:21,September
65,9.1,0.0,0,9,8.5,9.5,2022-09-01 01:50:33,September
65,9.0,0.0,0,9,8.5,9.5,2022-09-01 01:51:39,September
65,9.1,0.0,0,9,8.5,9.5,2022-09-01 02:00:28,September
65,9.0,0.0,0,9,8.5,9.5,2022-09-01 02:03:47,September
65,9.1,0.0,0,9,8.5,9.5,2022-09-01 02:04:53,September
65,9.0,0.0,0,9,8.5,9.5,2022-09-01 02:11:30,September
65,9.1,0.0,0,9,8.5,9.5,2022-09-01 02:12:36,September
65,9.2,0.0,0,9,8.5,9.5,2022-09-01 03:48:32,September
65,9.1,0.0,0,9,8.5,9.5,2022-09-01 03:50:45,September
65,9.2,0.0,0,9,8.5,9.5,2022-09-01 03:54:03,September
65,9.1,0.0,0,9,8.5,9.5,2022-09-01 03:56:15,September
65,9.2,0.0,0,9,8.5,9.5,2022-09-01 03:59:33,September
65,9.1,0.0,0,9,8.5,9.5,2022-09-01 04:02:53,September
65,9.2,0.0,0,9,8.5,9.5,2022-09-01 04:03:59,September
65,9.2,0.0,1,9,8.5,9.5,2022-09-01 05:37:41,September
65,9.1,0.0,1,9,8.5,9.5,2022-09-01 07:34:32,September
65,9.2,0.0,1,9,8.5,9.5,2022-09-01 07:35:38,September
65,9.1,0.0,1,9,8.5,9.5,2022-09-01 07:59:54,September
65,9.2,0.0,1,9,8.5,9.5,2022-09-01 08:01:01,September
65,9.1,0.0,1,9,8.5,9.5,2022-09-01 08:04:19,September
65,9.2,0.0,1,9,8.5,9.5,2022-09-01 08:05:26,September
65,9.1,0.0,1,9,8.5,9.5,2022-09-01 08:15:21,September
65,9.2,0.0,1,9,8.5,9.5,2022-09-01 08:20:51,September
65,9.1,0.0,1,9,8.5,9.5,2022-09-01 08:21:57,September
65,9.0,0.0,1,9,8.5,9.5,2022-09-01 09:39:09,September
65,9.1,0.0,1,9,8.5,9.5,2022-09-01 09:40:15,September
65,9.0,0.0,1,9,8.5,9.5,2022-09-01 09:41:21,September
65,9.1,0.0,1,9,8.5,9.5,2022-09-01 09:42:27,September
65,9.0,0.0,1,9,8.5,9.5,2022-09-01 09:44:39,September
65,9.1,0.0,1,9,8.5,9.5,2022-09-01 09:45:45,September
65,9.0,0.0,1,9,8.5,9.5,2022-09-01 09:46:51,September
65,9.1,0.0,1,9,8.5,9.5,2022-09-01 09:47:57,September
65,9.0,0.0,1,9,8.5,9.5,2022-09-01 09:49:04,September
65,9.1,0.0,1,9,8.5,9.5,2022-09-01 09:51:16,September
65,9.0,0.0,1,9,8.5,9.5,2022-09-01 09:52:22,September
65,9.0,0.0,0,9,8.5,9.5,2022-09-01 10:15:32,September
65,9.1,0.0,0,9,8.5,9.5,2022-09-01 11:42:39,September
65,9.0,0.0,0,9,8.5,9.5,2022-09-01 11:44:51,September
65,9.1,0.0,0,9,8.5,9.5,2022-09-01 11:45:57,September
65,9.0,0.0,0,9,8.5,9.5,2022-09-01 11:47:03,September
65,9.1,0.0,0,9,8.5,9.5,2022-09-01 11:51:28,September
65,9.0,0.0,0,9,8.5,9.5,2022-09-01 11:52:34,September
65,9.1,0.0,0,9,8.5,9.5,2022-09-01 11:53:40,September
65,9.0,0.0,0,9,8.5,9.5,2022-09-01 11:54:47,September
65,9.1,0.0,0,9,8.5,9.5,2022-09-01 11:55:53,September
65,9.0,0.0,0,9,8.5,9.5,2022-09-01 11:56:59,September
65,9.1,0.0,0,9,8.5,9.5,2022-09-01 11:58:05,September
65,9.0,0.0,0,9,8.5,9.5,2022-09-01 11:59:11,September
65,9.1,0.0,0,9,8.5,9.5,2022-09-01 12:00:17,September
65,9.0,0.0,0,9,8.5,9.5,2022-09-01 12:02:30,September
65,9.1,0.0,0,9,8.5,9.5,2022-09-01 12:03:36,September
65,9.2,0.0,0,9,8.5,9.5,2022-09-01 14:20:24,September
65,9.1,0.0,0,9,8.5,9.5,2022-09-01 14:21:30,September
65,9.2,0.0,0,9,8.5,9.5,2022-09-01 14:27:00,September
65,9.1,0.0,0,9,8.5,9.5,2022-09-01 14:28:06,September
65,9.2,0.0,0,9,8.5,9.5,2022-09-01 14:31:25,September
65,9.1,0.0,0,9,8.5,9.5,2022-09-01 14:32:31,September
