"time","tank_id","t_is","h_valve","t_valve"
"2021-06-23 11:10:41+00",84,"12.5",NULL,"1"
"2021-06-23 11:11:48+00",84,"12.3",NULL,"1"
"2021-06-23 11:12:54+00",84,"12.1",NULL,"1"
"2021-06-23 11:14:00+00",84,"11.9",NULL,"0"
"2021-06-23 11:15:06+00",84,"11.7",NULL,"0"
"2021-06-23 11:16:12+00",84,NULL,1,NULL
"2021-06-23 11:16:12+00",84,"11.5",NULL,"0"
"2021-06-23 11:17:18+00",84,"11.4",NULL,"0"
"2021-06-23 11:18:24+00",84,"11.5",NULL,"0"
"2021-06-23 11:19:30+00",84,"11.6",NULL,"0"
"2021-06-23 11:20:37+00",84,"11.8",NULL,"0"
"2021-06-23 11:23:50+00",84,"11.9",NULL,"0"
"2021-06-23 11:24:56+00",84,"12",NULL,"0"
"2021-06-23 11:26:02+00",84,NULL,0,NULL
"2021-06-23 11:26:02+00",84,"12.1",NULL,"0"
"2021-06-23 11:27:09+00",84,"12.2",NULL,"0"
"2021-06-23 11:28:15+00",84,"12.4",NULL,"0"
"2021-06-23 11:29:21+00",84,"12.5",NULL,"1"
"2021-06-23 11:30:28+00",84,"12.6",NULL,"1"
"2021-06-23 11:32:40+00",84,"12.5",NULL,"1"
"2021-06-23 11:33:47+00",84,"12.3",NULL,"1"
"2021-06-23 11:34:53+00",84,"12.2",NULL,"1"
"2021-06-23 11:37:06+00",84,"12",NULL,"0"
"2021-06-23 11:38:12+00",84,"11.9",NULL,"0"
"2021-06-23 11:39:18+00",84,"11.8",NULL,"0"
"2021-06-23 11:41:31+00",84,"11.7",NULL,"0"
"2021-06-23 11:42:37+00",84,"11.6",NULL,"0"
"2021-06-23 11:43:43+00",84,"11.5",NULL,"0"
"2021-06-23 11:44:49+00",84,"11.6",NULL,"0"
"2021-06-23 11:45:55+00",84,"11.5",NULL,"0"
"2021-06-23 11:47:02+00",84,"11.7",NULL,"0"
"2021-06-23 11:48:09+00",84,"11.8",NULL,"0"
"2021-06-23 11:49:15+00",84,"12",NULL,"0"
"2021-06-23 11:50:21+00",84,"12.1",NULL,"0"
"2021-06-23 11:51:28+00",84,"12.3",NULL,"0"
"2021-06-23 11:52:34+00",84,"12.4",NULL,"0"
"2021-06-23 11:53:40+00",84,"12.6",NULL,"1"
"2021-06-23 11:55:54+00",84,"12.5",NULL,"1"
"2021-06-23 11:57:01+00",84,"12.3",NULL,"1"
"2021-06-23 11:58:07+00",84,"12",NULL,"1"
"2021-06-23 11:59:13+00",84,"11.8",NULL,"0"
"2021-06-23 12:00:19+00",84,"11.7",NULL,"0"
"2021-06-23 12:01:25+00",84,"11.6",NULL,"0"
"2021-06-23 12:05:50+00",84,"11.5",NULL,"0"
"2021-06-23 12:05:50+00",84,NULL,1,NULL
"2021-06-23 12:06:56+00",84,"11.6",NULL,"0"
"2021-06-23 12:08:03+00",84,"11.7",NULL,"0"
"2021-06-23 12:09:09+00",84,"11.8",NULL,"0"
"2021-06-23 12:10:15+00",84,"12",NULL,"0"
"2021-06-23 12:10:15+00",84,NULL,2,NULL
"2021-06-23 12:11:21+00",84,"12.1",NULL,"0"
"2021-06-23 12:11:21+00",84,NULL,0,NULL
"2021-06-23 12:12:28+00",84,"12.3",NULL,"0"
"2021-06-23 12:13:34+00",84,"12.4",NULL,"0"
"2021-06-23 12:14:40+00",84,"12.6",NULL,"1"
"2021-06-23 12:17:58+00",84,"12.4",NULL,"1"
"2021-06-23 12:20:11+00",84,"12.3",NULL,"1"
"2021-06-23 12:21:18+00",84,"12.1",NULL,"1"
"2021-06-23 12:23:31+00",84,"11.9",NULL,"0"
"2021-06-23 12:24:37+00",84,"11.6",NULL,"0"
"2021-06-23 12:25:43+00",84,NULL,1,NULL
"2021-06-23 12:25:43+00",84,"11.5",NULL,"0"
"2021-06-23 12:26:49+00",84,"11.4",NULL,"0"
"2021-06-23 12:27:56+00",84,"11.3",NULL,"0"
"2021-06-23 12:29:02+00",84,"11.4",NULL,"0"
"2021-06-23 12:31:14+00",84,"11.5",NULL,"0"
"2021-06-23 12:32:20+00",84,"11.6",NULL,"0"
"2021-06-23 12:33:26+00",84,"11.7",NULL,"0"
"2021-06-23 12:34:32+00",84,"11.9",NULL,"0"
"2021-06-23 12:35:38+00",84,"12.1",NULL,"0"
"2021-06-23 12:35:38+00",84,NULL,0,NULL
"2021-06-23 12:36:44+00",84,"12.3",NULL,"0"
"2021-06-23 12:37:51+00",84,"12.4",NULL,"0"
"2021-06-23 12:38:57+00",84,"12.6",NULL,"1"
"2021-06-23 12:42:16+00",84,"12.5",NULL,"1"
"2021-06-23 12:43:22+00",84,"12.4",NULL,"1"
"2021-06-23 12:45:34+00",84,"12.3",NULL,"1"
"2021-06-23 12:46:41+00",84,"12.2",NULL,"1"
"2021-06-23 12:47:47+00",84,"12.1",NULL,"1"
"2021-06-23 12:48:53+00",84,"11.9",NULL,"0"
"2021-06-23 12:49:59+00",84,"11.7",NULL,"0"
"2021-06-23 12:52:12+00",84,"11.6",NULL,"0"
"2021-06-23 12:53:19+00",84,"11.5",NULL,"0"
"2021-06-23 12:53:19+00",84,NULL,1,NULL
"2021-06-23 12:54:25+00",84,"11.4",NULL,"0"
"2021-06-23 12:56:37+00",84,"11.5",NULL,"0"
"2021-06-23 12:57:43+00",84,"11.6",NULL,"0"
"2021-06-23 12:58:49+00",84,"11.8",NULL,"0"
"2021-06-23 12:59:55+00",84,"11.9",NULL,"0"
"2021-06-23 13:01:02+00",84,NULL,0,NULL
"2021-06-23 13:01:02+00",84,"12.1",NULL,"0"
"2021-06-23 13:02:08+00",84,"12.3",NULL,"0"
"2021-06-23 13:03:14+00",84,"12.4",NULL,"0"
"2021-06-23 13:04:20+00",84,"12.7",NULL,"1"
"2021-06-23 13:06:32+00",84,"12.5",NULL,"1"
"2021-06-23 13:07:39+00",84,"12.3",NULL,"1"
"2021-06-23 13:08:45+00",84,"12.1",NULL,"1"
"2021-06-23 13:09:52+00",84,"11.8",NULL,"0"
"2021-06-23 13:10:58+00",84,"11.6",NULL,"0"
"2021-06-23 13:12:04+00",84,"11.5",NULL,"0"
"2021-06-23 13:12:04+00",84,NULL,1,NULL
"2021-06-23 13:13:10+00",84,"11.4",NULL,"0"
"2021-06-23 13:16:29+00",84,"11.5",NULL,"0"
"2021-06-23 13:18:41+00",84,"11.6",NULL,"0"
"2021-06-23 13:19:47+00",84,"11.7",NULL,"0"
"2021-06-23 13:20:54+00",84,"11.9",NULL,"0"
"2021-06-23 13:22:00+00",84,"12",NULL,"0"
"2021-06-23 13:22:00+00",84,NULL,0,NULL
"2021-06-23 13:23:06+00",84,"12.2",NULL,"0"
"2021-06-23 13:24:12+00",84,"12.4",NULL,"0"
"2021-06-23 13:25:18+00",84,"12.5",NULL,"0"
"2021-06-23 13:26:24+00",84,"12.5",NULL,"1"
"2021-06-23 13:28:36+00",84,"12.3",NULL,"1"
"2021-06-23 13:29:42+00",84,"12.2",NULL,"1"
"2021-06-23 13:30:49+00",84,"11.9",NULL,"0"
"2021-06-23 13:31:55+00",84,"11.6",NULL,"0"
"2021-06-23 13:33:01+00",84,NULL,1,NULL
"2021-06-23 13:33:01+00",84,"11.4",NULL,"0"
"2021-06-23 13:34:07+00",84,"11.3",NULL,"0"
"2021-06-23 13:35:13+00",84,"11.2",NULL,"0"
"2021-06-23 13:37:25+00",84,"11.1",NULL,"0"
"2021-06-23 13:39:37+00",84,"11.2",NULL,"0"
"2021-06-23 13:40:43+00",84,"11.4",NULL,"0"
"2021-06-23 13:41:49+00",84,"11.6",NULL,"0"
"2021-06-23 13:42:55+00",84,"11.7",NULL,"0"
"2021-06-23 13:44:01+00",84,"11.8",NULL,"0"
"2021-06-23 13:45:07+00",84,"12.1",NULL,"0"
"2021-06-23 13:45:07+00",84,NULL,0,NULL
"2021-06-23 13:46:13+00",84,"12.3",NULL,"0"
"2021-06-23 13:47:19+00",84,"12.5",NULL,"1"
"2021-06-23 13:48:25+00",84,"12.6",NULL,"1"
"2021-06-23 13:50:38+00",84,"12.4",NULL,"1"
"2021-06-23 13:51:45+00",84,"12.2",NULL,"1"
"2021-06-23 13:55:03+00",84,"12.1",NULL,"1"
"2021-06-23 13:58:22+00",84,"12",NULL,"0"
"2021-06-23 14:00:36+00",84,"11.9",NULL,"0"
"2021-06-23 14:01:42+00",84,"12",NULL,"0"
"2021-06-23 14:03:54+00",84,"12.1",NULL,"0"
"2021-06-23 14:05:00+00",84,"12.2",NULL,"0"
"2021-06-23 14:06:06+00",84,"12.3",NULL,"0"
"2021-06-23 14:07:13+00",84,"12.4",NULL,"0"
"2021-06-23 14:08:19+00",84,"12.6",NULL,"1"
"2021-06-23 14:11:37+00",84,"12.5",NULL,"1"
"2021-06-23 14:12:43+00",84,"12.3",NULL,"1"
"2021-06-23 14:13:49+00",84,"12.1",NULL,"1"
"2021-06-23 14:14:55+00",84,"12",NULL,"0"
"2021-06-23 14:16:01+00",84,"11.9",NULL,"0"
"2021-06-23 14:17:07+00",84,"11.8",NULL,"0"
"2021-06-23 14:18:14+00",84,"11.6",NULL,"0"
"2021-06-23 14:19:21+00",84,"11.5",NULL,"0"
"2021-06-23 14:19:21+00",84,NULL,1,NULL
"2021-06-23 14:21:33+00",84,"11.7",NULL,"0"
"2021-06-23 14:22:39+00",84,"11.8",NULL,"0"
"2021-06-23 14:23:45+00",84,NULL,0,NULL
"2021-06-23 14:23:45+00",84,"12",NULL,"0"
"2021-06-23 14:24:52+00",84,"12.2",NULL,"0"
"2021-06-23 14:25:58+00",84,"12.3",NULL,"0"
"2021-06-23 14:27:04+00",84,"12.4",NULL,"0"
"2021-06-23 14:28:10+00",84,"12.6",NULL,"1"
"2021-06-23 14:29:17+00",84,"12.7",NULL,"1"
"2021-06-23 14:30:23+00",84,"12.6",NULL,"1"
"2021-06-23 14:31:30+00",84,"12.4",NULL,"1"
"2021-06-23 14:32:36+00",84,"12.2",NULL,"1"
"2021-06-23 14:33:42+00",84,"12.1",NULL,"1"
"2021-06-23 14:34:49+00",84,"11.9",NULL,"0"
"2021-06-23 14:35:56+00",84,"11.8",NULL,"0"
"2021-06-23 14:37:02+00",84,"11.6",NULL,"0"
"2021-06-23 14:39:14+00",84,"11.4",NULL,"0"
"2021-06-23 14:39:14+00",84,NULL,1,NULL
"2021-06-23 14:40:20+00",84,"11.3",NULL,"0"
"2021-06-23 14:42:33+00",84,"11.4",NULL,"0"
"2021-06-23 14:43:39+00",84,"11.6",NULL,"0"
"2021-06-23 14:44:45+00",84,"11.7",NULL,"0"
"2021-06-23 14:45:51+00",84,"11.8",NULL,"0"
"2021-06-23 14:46:58+00",84,NULL,2,NULL
"2021-06-23 14:46:58+00",84,"12",NULL,"0"
"2021-06-23 14:48:04+00",84,NULL,0,NULL
"2021-06-23 14:48:04+00",84,"12.2",NULL,"0"
"2021-06-23 14:49:10+00",84,"12.4",NULL,"0"
"2021-06-23 14:50:17+00",84,"12.6",NULL,"1"
"2021-06-23 14:51:23+00",84,"12.7",NULL,"1"
"2021-06-23 14:52:29+00",84,"12.6",NULL,"1"
"2021-06-23 14:53:35+00",84,"12.3",NULL,"1"
"2021-06-23 14:54:42+00",84,"12.2",NULL,"1"
