time,tank_id,t_is,h_valve,t_valve
2022-09-27 19:32:51+00,97,21.9,NULL,0
2022-09-27 19:37:15+00,97,22,NULL,0
2022-09-27 19:38:21+00,97,21.9,NULL,0
2022-09-27 19:40:33+00,97,22,NULL,0
2022-09-27 19:54:52+00,97,22.1,NULL,0
2022-09-27 20:08:05+00,97,22.2,NULL,0
2022-09-27 20:24:37+00,97,NULL,0,NULL
2022-09-27 20:25:43+00,97,22.2,NULL,1
2022-09-27 20:26:49+00,97,22.3,NULL,1
2022-09-27 20:27:55+00,97,22.2,NULL,1
2022-09-27 20:38:56+00,97,22.1,NULL,1
2022-09-27 20:44:27+00,97,22.1,NULL,2
2022-09-27 20:45:33+00,97,22,NULL,0
2022-09-27 20:49:57+00,97,NULL,2,NULL
2022-09-27 20:49:57+00,97,21.9,NULL,0
2022-09-27 20:51:03+00,97,22.1,NULL,0
2022-09-27 20:51:03+00,97,NULL,1,NULL
2022-09-27 20:52:09+00,97,21.8,NULL,0
2022-09-27 20:53:18+00,97,21.9,NULL,0
2022-09-27 20:54:24+00,97,NULL,0,NULL
2022-09-27 20:54:24+00,97,21.6,NULL,0
2022-09-27 20:55:30+00,97,NULL,1,NULL
2022-09-27 20:55:30+00,97,22,NULL,0
2022-09-27 20:57:42+00,97,NULL,0,NULL
2022-09-27 20:57:42+00,97,21.9,NULL,0
2022-09-27 20:58:48+00,97,22,NULL,0
2022-09-27 21:02:07+00,97,NULL,2,NULL
2022-09-27 21:03:13+00,97,NULL,1,NULL
2022-09-27 21:09:49+00,97,22.1,NULL,0
2022-09-27 21:10:55+00,97,22,NULL,0
2022-09-27 21:13:07+00,97,22.1,NULL,0
2022-09-27 21:26:21+00,97,22.2,NULL,0
2022-09-27 21:27:27+00,97,22.1,NULL,0
2022-09-27 21:28:34+00,97,22.2,NULL,0
2022-09-27 21:41:47+00,97,22.2,NULL,1
2022-09-27 21:41:47+00,97,NULL,0,NULL
2022-09-27 21:42:53+00,97,22.3,NULL,1
2022-09-27 21:43:59+00,97,22.2,NULL,1
2022-09-27 21:45:05+00,97,22.3,NULL,1
2022-09-27 21:46:11+00,97,22.2,NULL,1
2022-09-27 21:55:00+00,97,22.1,NULL,1
2022-09-27 21:56:06+00,97,22.2,NULL,1
2022-09-27 21:57:12+00,97,22.1,NULL,1
2022-09-27 22:01:36+00,97,22,NULL,1
2022-09-27 22:02:42+00,97,22,NULL,0
2022-09-27 22:04:54+00,97,21.9,NULL,0
2022-09-27 22:06:00+00,97,21.8,NULL,1
2022-09-27 22:07:06+00,97,21.9,NULL,1
2022-09-27 22:08:13+00,97,22,NULL,0
2022-09-27 22:09:19+00,97,NULL,1,NULL
2022-09-27 22:11:31+00,97,21.9,NULL,0
2022-09-27 22:12:37+00,97,NULL,0,NULL
2022-09-27 22:18:08+00,97,NULL,1,NULL
2022-09-27 22:19:14+00,97,22,NULL,0
2022-09-27 22:20:20+00,97,21.9,NULL,0
2022-09-27 22:21:27+00,97,22,NULL,0
2022-09-27 22:22:34+00,97,21.9,NULL,0
2022-09-27 22:23:40+00,97,22,NULL,0
2022-09-27 22:35:47+00,97,22.1,NULL,0
2022-09-27 22:46:48+00,97,22.2,NULL,0
2022-09-27 22:57:51+00,97,22.2,NULL,1
2022-09-27 22:57:51+00,97,NULL,0,NULL
2022-09-27 23:03:22+00,97,22.3,NULL,1
2022-09-27 23:04:28+00,97,22.2,NULL,1
2022-09-27 23:12:11+00,97,22.1,NULL,1
2022-09-27 23:17:41+00,97,22,NULL,1
2022-09-27 23:20:59+00,97,22,NULL,0
2022-09-27 23:25:24+00,97,NULL,1,NULL
2022-09-27 23:28:43+00,97,NULL,2,NULL
2022-09-27 23:28:43+00,97,21.9,NULL,0
2022-09-27 23:29:49+00,97,NULL,1,NULL
2022-09-27 23:30:55+00,97,22,NULL,0
2022-09-27 23:32:02+00,97,21.9,NULL,0
2022-09-27 23:33:08+00,97,22,NULL,0
2022-09-27 23:40:51+00,97,22.1,NULL,0
2022-09-27 23:41:57+00,97,22,NULL,0
2022-09-27 23:43:03+00,97,22.1,NULL,0
2022-09-27 23:55:11+00,97,22.2,NULL,0
2022-09-28 00:05:06+00,97,NULL,2,NULL
2022-09-28 00:06:12+00,97,22.3,NULL,1
2022-09-28 00:06:12+00,97,NULL,0,NULL
2022-09-28 00:10:36+00,97,22.2,NULL,1
2022-09-28 00:20:31+00,97,22.1,NULL,1
2022-09-28 00:22:43+00,97,22.1,NULL,2
2022-09-28 00:23:49+00,97,22.1,NULL,0
2022-09-28 00:24:55+00,97,22,NULL,0
2022-09-28 00:27:07+00,97,21.9,NULL,0
2022-09-28 00:28:13+00,97,22,NULL,0
2022-09-28 00:29:19+00,97,21.8,NULL,0
2022-09-28 00:30:25+00,97,22.1,NULL,1
2022-09-28 00:31:31+00,97,21.9,NULL,0
2022-09-28 00:32:38+00,97,22,NULL,0
2022-09-28 00:34:50+00,97,NULL,1,NULL
2022-09-28 00:35:56+00,97,22.1,NULL,1
2022-09-28 00:35:56+00,97,NULL,0,NULL
2022-09-28 00:37:02+00,97,22.2,NULL,1
2022-09-28 00:38:09+00,97,22,NULL,1
2022-09-28 00:39:15+00,97,22,NULL,0
2022-09-28 00:40:21+00,97,21.9,NULL,1
2022-09-28 00:41:28+00,97,22.1,NULL,1
2022-09-28 00:42:34+00,97,22,NULL,1
2022-09-28 00:43:40+00,97,22,NULL,0
2022-09-28 00:45:53+00,97,22.1,NULL,0
2022-09-28 00:46:59+00,97,22,NULL,0
2022-09-28 00:50:17+00,97,21.9,NULL,0
2022-09-28 00:51:23+00,97,22,NULL,0
2022-09-28 00:55:48+00,97,21.9,NULL,0
2022-09-28 00:56:54+00,97,22,NULL,0
2022-09-28 01:07:55+00,97,22.2,NULL,0
2022-09-28 01:09:01+00,97,22,NULL,0
2022-09-28 01:12:19+00,97,22.1,NULL,0
2022-09-28 01:13:25+00,97,22,NULL,0
2022-09-28 01:15:37+00,97,22.1,NULL,0
2022-09-28 01:18:57+00,97,22,NULL,0
2022-09-28 01:20:03+00,97,22.1,NULL,2
2022-09-28 01:21:09+00,97,22.1,NULL,1
2022-09-28 01:26:39+00,97,22,NULL,1
2022-09-28 01:27:46+00,97,22.1,NULL,1
2022-09-28 01:28:52+00,97,22,NULL,1
2022-09-28 01:34:23+00,97,21.9,NULL,1
2022-09-28 01:35:29+00,97,22,NULL,1
2022-09-28 01:36:35+00,97,21.9,NULL,1
2022-09-28 01:45:25+00,97,21.8,NULL,1
2022-09-28 01:54:14+00,97,21.8,NULL,0
2022-09-28 01:55:20+00,97,21.7,NULL,0
2022-09-28 01:55:20+00,97,NULL,1,NULL
2022-09-28 02:08:33+00,97,21.8,NULL,0
2022-09-28 02:14:03+00,97,NULL,0,NULL
2022-09-28 02:15:09+00,97,NULL,1,NULL
2022-09-28 02:15:09+00,97,21.9,NULL,0
2022-09-28 02:16:15+00,97,21.8,NULL,0
2022-09-28 02:17:21+00,97,NULL,0,NULL
2022-09-28 02:18:27+00,97,NULL,1,NULL
2022-09-28 02:20:39+00,97,21.9,NULL,0
2022-09-28 02:21:45+00,97,21.8,NULL,0
2022-09-28 02:22:51+00,97,21.9,NULL,0
2022-09-28 02:28:22+00,97,22,NULL,0
2022-09-28 02:29:28+00,97,21.9,NULL,0
2022-09-28 02:30:34+00,97,22,NULL,0
2022-09-28 02:40:29+00,97,22.1,NULL,0
2022-09-28 02:41:35+00,97,22,NULL,0
2022-09-28 02:42:41+00,97,22.1,NULL,0
2022-09-28 02:49:17+00,97,22.2,NULL,0
2022-09-28 02:59:16+00,97,NULL,0,NULL
2022-09-28 02:59:16+00,97,22.2,NULL,1
2022-09-28 03:00:22+00,97,22.3,NULL,1
2022-09-28 03:04:46+00,97,22.2,NULL,1
2022-09-28 03:05:52+00,97,22.3,NULL,1
2022-09-28 03:06:58+00,97,22.2,NULL,1
2022-09-28 03:19:06+00,97,22.1,NULL,1
2022-09-28 03:22:24+00,97,22.2,NULL,1
2022-09-28 03:23:31+00,97,22.1,NULL,1
2022-09-28 03:24:37+00,97,22,NULL,1
2022-09-28 03:27:55+00,97,NULL,2,NULL
2022-09-28 03:27:55+00,97,21.9,NULL,0
2022-09-28 03:29:01+00,97,NULL,0,NULL
2022-09-28 03:29:01+00,97,21.9,NULL,1
2022-09-28 03:30:07+00,97,22.3,NULL,0
2022-09-28 03:31:13+00,97,22,NULL,0
2022-09-28 03:32:19+00,97,22.1,NULL,0
2022-09-28 03:33:25+00,97,22.2,NULL,1
2022-09-28 03:34:31+00,97,22,NULL,1
2022-09-28 03:35:38+00,97,22.2,NULL,1
2022-09-28 03:36:44+00,97,22,NULL,1
2022-09-28 03:37:50+00,97,22.1,NULL,0
2022-09-28 03:37:50+00,97,NULL,1,NULL
2022-09-28 03:38:56+00,97,22,NULL,0
2022-09-28 03:41:08+00,97,21.9,NULL,0
2022-09-28 03:41:08+00,97,NULL,0,NULL
2022-09-28 03:42:15+00,97,NULL,1,NULL
2022-09-28 03:43:21+00,97,NULL,2,NULL
2022-09-28 03:43:21+00,97,22,NULL,0
2022-09-28 03:44:27+00,97,NULL,0,NULL
2022-09-28 03:44:27+00,97,21.9,NULL,0
2022-09-28 03:45:33+00,97,22,NULL,0
2022-09-28 03:56:34+00,97,22.1,NULL,0
2022-09-28 03:57:40+00,97,22,NULL,0
2022-09-28 03:59:52+00,97,22.1,NULL,0
2022-09-28 04:15:18+00,97,22.2,NULL,0
2022-09-28 04:16:24+00,97,22.1,NULL,0
2022-09-28 04:17:30+00,97,22.2,NULL,1
2022-09-28 04:18:37+00,97,22.1,NULL,1
2022-09-28 04:19:44+00,97,22.2,NULL,1
2022-09-28 04:21:56+00,97,22.2,NULL,0
2022-09-28 04:24:08+00,97,22.1,NULL,0
2022-09-28 04:26:21+00,97,22.2,NULL,0
2022-09-28 04:28:33+00,97,22.2,NULL,1
2022-09-28 04:29:39+00,97,22.4,NULL,1
2022-09-28 04:30:45+00,97,22.2,NULL,0
2022-09-28 04:31:51+00,97,22.1,NULL,1
2022-09-28 04:32:58+00,97,22.2,NULL,1
2022-09-28 04:35:10+00,97,22.2,NULL,0
2022-09-28 04:36:16+00,97,22.2,NULL,2
2022-09-28 04:37:22+00,97,22.2,NULL,1
2022-09-28 04:38:28+00,97,22.1,NULL,1
2022-09-28 04:40:40+00,97,22,NULL,0
2022-09-28 04:41:47+00,97,22.1,NULL,1
2022-09-28 04:48:23+00,97,22,NULL,1
2022-09-28 04:56:06+00,97,21.9,NULL,1
2022-09-28 05:02:43+00,97,21.8,NULL,1
2022-09-28 05:11:31+00,97,21.7,NULL,0
2022-09-28 05:11:31+00,97,NULL,1,NULL
2022-09-28 05:19:14+00,97,21.8,NULL,0
2022-09-28 05:26:57+00,97,21.9,NULL,0
2022-09-28 05:28:03+00,97,21.8,NULL,0
2022-09-28 05:29:10+00,97,21.9,NULL,0
2022-09-28 05:30:16+00,97,21.8,NULL,0
2022-09-28 05:31:22+00,97,21.9,NULL,0
2022-09-28 05:36:52+00,97,22,NULL,0
2022-09-28 05:37:58+00,97,NULL,0,NULL
2022-09-28 05:39:04+00,97,21.9,NULL,0
2022-09-28 05:40:11+00,97,22,NULL,0
2022-09-28 05:57:48+00,97,22.1,NULL,0
2022-09-28 06:14:19+00,97,22.2,NULL,0
2022-09-28 06:24:14+00,97,22.2,NULL,1
2022-09-28 06:33:03+00,97,22.1,NULL,1
2022-09-28 06:41:52+00,97,22,NULL,1
2022-09-28 06:42:58+00,97,22.1,NULL,1
2022-09-28 06:44:04+00,97,22,NULL,1
2022-09-28 06:51:46+00,97,21.9,NULL,1
2022-09-28 07:02:51+00,97,21.8,NULL,1
2022-09-28 07:07:15+00,97,NULL,1,NULL
2022-09-28 07:07:15+00,97,21.8,NULL,0
2022-09-28 07:08:22+00,97,21.7,NULL,0
2022-09-28 07:12:46+00,97,21.8,NULL,0
2022-09-28 07:22:40+00,97,21.9,NULL,0
2022-09-28 07:29:17+00,97,22,NULL,0
2022-09-28 07:30:23+00,97,NULL,0,NULL
2022-09-28 07:30:23+00,97,21.9,NULL,0
2022-09-28 07:31:29+00,97,22,NULL,0
2022-09-28 07:31:29+00,97,NULL,1,NULL
2022-09-28 07:32:35+00,97,21.9,NULL,0
2022-09-28 07:32:35+00,97,NULL,0,NULL
2022-09-28 07:33:41+00,97,22.1,NULL,0
2022-09-28 07:33:41+00,97,NULL,1,NULL
2022-09-28 07:34:47+00,97,22,NULL,0
2022-09-28 07:45:49+00,97,22.1,NULL,0
2022-09-28 07:55:44+00,97,22.2,NULL,0
2022-09-28 08:05:39+00,97,NULL,0,NULL
2022-09-28 08:05:39+00,97,22.3,NULL,1
2022-09-28 08:15:33+00,97,22.2,NULL,1
2022-09-28 08:24:22+00,97,22.1,NULL,1
2022-09-28 08:29:54+00,97,22,NULL,1
2022-09-28 08:37:37+00,97,22,NULL,0
2022-09-28 09:03:01+00,97,22.1,NULL,0
2022-09-28 09:22:51+00,97,22.2,NULL,0
2022-09-28 09:39:22+00,97,22.2,NULL,1
2022-09-28 09:53:41+00,97,22.1,NULL,1
2022-09-28 10:03:37+00,97,22,NULL,1
2022-09-28 10:06:55+00,97,22,NULL,0
2022-09-28 10:32:16+00,97,22.1,NULL,0
2022-09-28 10:33:22+00,97,22,NULL,0
2022-09-28 10:38:53+00,97,22.1,NULL,0
2022-09-28 10:55:26+00,97,22.2,NULL,0
2022-09-28 11:13:07+00,97,22.2,NULL,1
2022-09-28 11:14:13+00,97,22.3,NULL,1
2022-09-28 11:16:25+00,97,22.2,NULL,1
2022-09-28 11:28:33+00,97,22.1,NULL,1
2022-09-28 11:37:23+00,97,22,NULL,1
2022-09-28 11:40:41+00,97,22,NULL,0
2022-09-28 12:01:37+00,97,22.1,NULL,0
2022-09-28 12:24:46+00,97,22.2,NULL,0
2022-09-28 12:42:24+00,97,22.2,NULL,1
2022-09-28 12:45:42+00,97,22.3,NULL,1
2022-09-28 12:47:54+00,97,22.2,NULL,1
2022-09-28 12:56:44+00,97,22.1,NULL,1
2022-09-28 13:01:09+00,97,22,NULL,1
2022-09-28 13:06:40+00,97,22,NULL,0
2022-09-28 13:30:56+00,97,22.1,NULL,0
