"time","tank_id","t_is","h_valve","t_valve"
"2023-11-08 04:18:06+00",78,"22",NULL,"0"
"2023-11-08 04:19:13+00",78,"21.9",NULL,"0"
"2023-11-08 05:04:48+00",78,"21.8",NULL,"0"
"2023-11-08 05:05:55+00",78,"21.9",NULL,"0"
"2023-11-08 05:08:08+00",78,"21.8",NULL,"0"
"2023-11-08 05:09:15+00",78,"21.9",NULL,"0"
"2023-11-08 05:10:22+00",78,"21.8",NULL,"0"
"2023-11-08 05:11:28+00",78,"21.9",NULL,"0"
"2023-11-08 05:13:41+00",78,"21.8",NULL,"0"
"2023-11-08 06:01:31+00",78,NULL,1,NULL
"2023-11-08 06:13:43+00",78,"21.9",NULL,"0"
"2023-11-08 06:27:12+00",78,"22",NULL,"0"
"2023-11-08 06:32:44+00",78,NULL,0,NULL
"2023-11-08 07:07:06+00",78,"21.9",NULL,"0"
"2023-11-08 07:08:13+00",78,"22",NULL,"0"
"2023-11-08 07:10:27+00",78,"21.9",NULL,"0"
"2023-11-08 08:00:49+00",78,"21.8",NULL,"0"
"2023-11-08 08:04:08+00",78,"21.9",NULL,"0"
"2023-11-08 08:08:35+00",78,"21.8",NULL,"0"
"2023-11-08 08:11:53+00",78,"21.9",NULL,"0"
"2023-11-08 08:12:59+00",78,"21.8",NULL,"0"
"2023-11-08 08:56:10+00",78,NULL,2,NULL
"2023-11-08 08:57:17+00",78,NULL,1,NULL
"2023-11-08 09:11:40+00",78,"21.9",NULL,"0"
"2023-11-08 09:12:47+00",78,"21.8",NULL,"0"
"2023-11-08 09:13:54+00",78,"21.9",NULL,"0"
"2023-11-08 09:27:24+00",78,"22",NULL,"0"
"2023-11-08 09:31:51+00",78,NULL,0,NULL
"2023-11-08 10:17:25+00",78,"21.9",NULL,"0"
"2023-11-08 10:21:52+00",78,"22",NULL,"0"
"2023-11-08 10:22:58+00",78,"21.9",NULL,"0"
"2023-11-08 10:24:05+00",78,"22",NULL,"0"
"2023-11-08 10:25:16+00",78,"21.9",NULL,"0"
"2023-11-08 10:26:23+00",78,"22",NULL,"0"
"2023-11-08 10:28:35+00",78,"21.9",NULL,"0"
"2023-11-08 11:19:40+00",78,"21.8",NULL,"0"
"2023-11-08 12:14:07+00",78,NULL,1,NULL
"2023-11-08 12:26:31+00",78,"21.9",NULL,"0"
"2023-11-08 12:27:38+00",78,"21.8",NULL,"0"
"2023-11-08 12:28:44+00",78,"21.9",NULL,"0"
"2023-11-08 12:45:24+00",78,"22",NULL,"0"
"2023-11-08 12:48:50+00",78,NULL,0,NULL
"2023-11-08 13:28:50+00",78,"21.9",NULL,"0"
"2023-11-08 13:29:57+00",78,"22",NULL,"0"
"2023-11-08 13:34:25+00",78,"21.9",NULL,"0"
"2023-11-08 13:36:37+00",78,"22",NULL,"0"
"2023-11-08 13:38:50+00",78,"21.9",NULL,"0"
"2023-11-08 14:38:53+00",78,"21.8",NULL,"0"
"2023-11-08 14:41:06+00",78,"21.9",NULL,"0"
"2023-11-08 14:42:13+00",78,"21.8",NULL,"0"
"2023-11-08 15:24:27+00",78,NULL,1,NULL
"2023-11-08 15:33:27+00",78,"21.9",NULL,"0"
"2023-11-08 15:34:34+00",78,"21.8",NULL,"0"
"2023-11-08 15:35:41+00",78,"21.9",NULL,"0"
"2023-11-08 15:51:17+00",78,"22",NULL,"0"
"2023-11-08 16:05:44+00",78,"22.1",NULL,"0"
"2023-11-08 16:26:50+00",78,"22.2",NULL,"0"
"2023-11-08 16:34:38+00",78,NULL,0,NULL
"2023-11-08 16:35:45+00",78,"22.2",NULL,"1"
"2023-11-08 16:43:34+00",78,"22.1",NULL,"1"
"2023-11-08 16:44:41+00",78,"22",NULL,"1"
"2023-11-08 16:46:54+00",78,"22",NULL,"0"
"2023-11-08 16:50:13+00",78,"21.9",NULL,"0"
"2023-11-08 17:02:28+00",78,"21.8",NULL,"0"
"2023-11-08 17:03:37+00",78,"21.9",NULL,"0"
"2023-11-08 17:05:50+00",78,"21.8",NULL,"0"
"2023-11-08 17:08:04+00",78,"21.9",NULL,"0"
