"time","tank_id","t_is","h_valve","t_valve"
"2022-05-01 01:11:01+00",97,"11.6",NULL,"0"
"2022-05-01 01:12:07+00",97,"11.5",NULL,"0"
"2022-05-01 01:14:19+00",97,"11.4",NULL,"0"
"2022-05-01 01:22:03+00",97,"11.5",NULL,"0"
"2022-05-01 01:26:27+00",97,"11.6",NULL,"0"
"2022-05-01 01:28:39+00",97,"11.7",NULL,"0"
"2022-05-01 01:31:58+00",97,"11.8",NULL,"0"
"2022-05-01 01:35:17+00",97,"11.9",NULL,"0"
"2022-05-01 01:36:24+00",97,"11.8",NULL,"0"
"2022-05-01 01:37:30+00",97,"11.9",NULL,"0"
"2022-05-01 01:40:48+00",97,"12",NULL,"0"
"2022-05-01 01:43:00+00",97,NULL,0,NULL
"2022-05-01 01:47:24+00",97,"12.1",NULL,"0"
"2022-05-01 01:54:01+00",97,"12.2",NULL,"0"
"2022-05-01 02:45:47+00",97,"12.1",NULL,"0"
"2022-05-01 02:46:53+00",97,"12.2",NULL,"0"
"2022-05-01 02:53:30+00",97,"12.1",NULL,"0"
"2022-05-01 02:54:36+00",97,"12.2",NULL,"0"
"2022-05-01 02:56:48+00",97,"12.1",NULL,"0"
"2022-05-01 02:57:54+00",97,"12.2",NULL,"0"
"2022-05-01 03:00:07+00",97,"12.1",NULL,"0"
"2022-05-01 03:01:13+00",97,"12.2",NULL,"0"
"2022-05-01 03:02:19+00",97,"12.1",NULL,"0"
"2022-05-01 03:05:38+00",97,"12.2",NULL,"0"
"2022-05-01 03:07:50+00",97,"12.1",NULL,"0"
"2022-05-01 03:10:03+00",97,"12.2",NULL,"0"
"2022-05-01 03:12:15+00",97,"12.1",NULL,"0"
"2022-05-01 04:02:56+00",97,"12",NULL,"0"
"2022-05-01 04:04:02+00",97,"12.1",NULL,"0"
"2022-05-01 04:05:08+00",97,"12",NULL,"0"
"2022-05-01 04:07:20+00",97,"12.1",NULL,"0"
"2022-05-01 04:08:27+00",97,"12",NULL,"0"
"2022-05-01 06:30:41+00",97,"12.1",NULL,"0"
"2022-05-01 06:31:47+00",97,"12",NULL,"0"
"2022-05-01 06:42:48+00",97,"12.1",NULL,"0"
"2022-05-01 06:43:54+00",97,"12",NULL,"0"
"2022-05-01 06:48:19+00",97,"12.1",NULL,"0"
"2022-05-01 06:49:25+00",97,"12",NULL,"0"
"2022-05-01 06:53:49+00",97,"12.1",NULL,"0"
"2022-05-01 06:56:02+00",97,"12",NULL,"0"
"2022-05-01 06:57:08+00",97,"12.1",NULL,"0"
"2022-05-01 06:59:20+00",97,"12",NULL,"0"
"2022-05-01 07:00:26+00",97,"12.1",NULL,"0"
"2022-05-01 07:02:38+00",97,"12",NULL,"0"
"2022-05-01 07:03:44+00",97,"12.1",NULL,"0"
"2022-05-01 07:18:04+00",97,"12",NULL,"0"
"2022-05-01 07:19:10+00",97,"12.1",NULL,"0"
"2022-05-01 07:58:52+00",97,"12.2",NULL,"0"
"2022-05-01 07:59:58+00",97,"12.1",NULL,"0"
"2022-05-01 08:04:23+00",97,"12.2",NULL,"0"
"2022-05-01 08:51:48+00",97,"12.2",NULL,"1"
"2022-05-01 08:56:13+00",97,"12.1",NULL,"1"
"2022-05-01 08:57:19+00",97,"12",NULL,"1"
"2022-05-01 08:58:26+00",97,"11.9",NULL,"0"
"2022-05-01 08:59:32+00",97,"11.8",NULL,"0"
"2022-05-01 09:00:39+00",97,NULL,1,NULL
"2022-05-01 09:00:39+00",97,"11.7",NULL,"0"
"2022-05-01 09:01:45+00",97,"11.6",NULL,"0"
"2022-05-01 09:02:51+00",97,"11.4",NULL,"0"
"2022-05-01 09:03:57+00",97,"11.3",NULL,"0"
"2022-05-01 09:05:03+00",97,"11.2",NULL,"0"
"2022-05-01 09:06:09+00",97,"11.1",NULL,"0"
"2022-05-01 09:07:15+00",97,"11",NULL,"0"
"2022-05-01 09:09:27+00",97,"10.9",NULL,"0"
"2022-05-01 09:11:39+00",97,"10.8",NULL,"0"
"2022-05-01 09:21:35+00",97,"10.9",NULL,"0"
"2022-05-01 09:25:59+00",97,"11",NULL,"0"
"2022-05-01 09:27:05+00",97,"11.1",NULL,"0"
"2022-05-01 09:29:18+00",97,"11.2",NULL,"0"
"2022-05-01 09:31:30+00",97,"11.3",NULL,"0"
"2022-05-01 09:32:36+00",97,"11.4",NULL,"0"
"2022-05-01 09:33:42+00",97,"11.5",NULL,"0"
"2022-05-01 09:35:54+00",97,"11.6",NULL,"0"
"2022-05-01 09:37:00+00",97,"11.7",NULL,"0"
"2022-05-01 09:38:06+00",97,"11.8",NULL,"0"
"2022-05-01 09:40:19+00",97,"12",NULL,"0"
"2022-05-01 09:41:25+00",97,NULL,0,NULL
"2022-05-01 09:42:31+00",97,"12.1",NULL,"0"
"2022-05-01 09:43:37+00",97,"12.2",NULL,"0"
"2022-05-01 09:45:49+00",97,"12.3",NULL,"1"
"2022-05-01 09:48:01+00",97,"12.4",NULL,"1"
"2022-05-01 09:52:26+00",97,"12.3",NULL,"1"
"2022-05-01 09:54:38+00",97,"12.2",NULL,"1"
"2022-05-01 09:56:50+00",97,"12.1",NULL,"1"
"2022-05-01 09:59:03+00",97,"12",NULL,"0"
"2022-05-01 10:00:09+00",97,"11.9",NULL,"0"
"2022-05-01 10:02:21+00",97,"11.8",NULL,"0"
"2022-05-01 10:03:27+00",97,"11.7",NULL,"0"
"2022-05-01 10:03:27+00",97,NULL,1,NULL
"2022-05-01 10:04:33+00",97,"11.6",NULL,"0"
"2022-05-01 10:07:52+00",97,"11.5",NULL,"0"
"2022-05-01 10:08:57+00",97,"11.6",NULL,"0"
"2022-05-01 10:12:15+00",97,"11.7",NULL,"0"
"2022-05-01 10:14:27+00",97,"11.8",NULL,"0"
"2022-05-01 10:16:40+00",97,"11.9",NULL,"0"
"2022-05-01 10:17:46+00",97,"12",NULL,"0"
"2022-05-01 10:17:46+00",97,NULL,0,NULL
"2022-05-01 10:18:52+00",97,"12.1",NULL,"0"
"2022-05-01 10:21:04+00",97,"12.2",NULL,"0"
"2022-05-01 10:22:11+00",97,"12.3",NULL,"1"
"2022-05-01 10:24:23+00",97,"12.4",NULL,"1"
"2022-05-01 10:26:35+00",97,"12.3",NULL,"1"
"2022-05-01 10:28:47+00",97,"12.2",NULL,"1"
"2022-05-01 10:31:00+00",97,"12.1",NULL,"1"
"2022-05-01 10:32:07+00",97,"12",NULL,"2"
"2022-05-01 10:33:13+00",97,"11.9",NULL,"0"
"2022-05-01 10:34:19+00",97,"11.8",NULL,"0"
"2022-05-01 10:35:25+00",97,"11.7",NULL,"0"
"2022-05-01 10:35:25+00",97,NULL,1,NULL
"2022-05-01 10:36:31+00",97,"11.6",NULL,"0"
"2022-05-01 10:37:37+00",97,"11.5",NULL,"0"
"2022-05-01 10:39:49+00",97,"11.4",NULL,"0"
"2022-05-01 10:42:02+00",97,"11.3",NULL,"0"
"2022-05-01 10:45:21+00",97,"11.4",NULL,"0"
"2022-05-01 10:48:40+00",97,"11.5",NULL,"0"
"2022-05-01 10:49:46+00",97,"11.6",NULL,"0"
"2022-05-01 10:51:58+00",97,"11.7",NULL,"0"
"2022-05-01 10:53:04+00",97,"11.8",NULL,"0"
"2022-05-01 10:55:16+00",97,"11.9",NULL,"0"
"2022-05-01 10:56:23+00",97,"12",NULL,"0"
"2022-05-01 10:57:29+00",97,NULL,0,NULL
"2022-05-01 10:58:35+00",97,"12.1",NULL,"0"
"2022-05-01 10:59:41+00",97,"12.2",NULL,"0"
"2022-05-01 11:01:53+00",97,"12.3",NULL,"1"
"2022-05-01 11:04:05+00",97,"12.4",NULL,"1"
"2022-05-01 11:11:48+00",97,"12.3",NULL,"1"
"2022-05-01 11:15:07+00",97,"12.2",NULL,"1"
"2022-05-01 11:17:19+00",97,"12.1",NULL,"1"
"2022-05-01 11:19:32+00",97,"12",NULL,"0"
"2022-05-01 11:20:38+00",97,"11.9",NULL,"0"
"2022-05-01 11:21:45+00",97,"11.8",NULL,"0"
"2022-05-01 11:22:52+00",97,"11.7",NULL,"0"
"2022-05-01 11:22:52+00",97,NULL,1,NULL
"2022-05-01 11:23:58+00",97,"11.6",NULL,"0"
"2022-05-01 11:25:04+00",97,"11.5",NULL,"0"
"2022-05-01 11:26:10+00",97,"11.4",NULL,"0"
"2022-05-01 11:27:16+00",97,"11.3",NULL,"0"
"2022-05-01 11:29:29+00",97,"11.2",NULL,"0"
"2022-05-01 11:31:41+00",97,"11.1",NULL,"0"
"2022-05-01 11:34:59+00",97,"11.2",NULL,"0"
"2022-05-01 11:37:12+00",97,"11.3",NULL,"0"
"2022-05-01 11:40:30+00",97,"11.4",NULL,"0"
"2022-05-01 11:41:37+00",97,"11.5",NULL,"0"
"2022-05-01 11:43:49+00",97,"11.6",NULL,"0"
"2022-05-01 11:44:56+00",97,"11.7",NULL,"0"
"2022-05-01 11:46:02+00",97,"11.8",NULL,"0"
"2022-05-01 11:48:14+00",97,"12",NULL,"0"
"2022-05-01 11:49:20+00",97,NULL,0,NULL
"2022-05-01 11:50:26+00",97,"12.1",NULL,"0"
"2022-05-01 11:51:32+00",97,"12.2",NULL,"0"
"2022-05-01 11:52:38+00",97,"12.3",NULL,"1"
"2022-05-01 11:54:51+00",97,"12.4",NULL,"1"
"2022-05-01 11:58:09+00",97,"12.5",NULL,"1"
"2022-05-01 11:59:15+00",97,"12.4",NULL,"1"
"2022-05-01 12:02:35+00",97,"12.3",NULL,"1"
"2022-05-01 12:05:53+00",97,"12.2",NULL,"1"
"2022-05-01 12:08:06+00",97,"12.1",NULL,"1"
"2022-05-01 12:09:12+00",97,"12",NULL,"1"
"2022-05-01 12:10:19+00",97,"12",NULL,"0"
"2022-05-01 12:11:25+00",97,"11.9",NULL,"0"
"2022-05-01 12:13:37+00",97,"11.8",NULL,"0"
"2022-05-01 12:15:50+00",97,"11.7",NULL,"0"
"2022-05-01 12:15:50+00",97,NULL,1,NULL
"2022-05-01 12:19:09+00",97,"11.6",NULL,"0"
"2022-05-01 12:21:21+00",97,"11.7",NULL,"0"
"2022-05-01 12:22:28+00",97,"11.8",NULL,"0"
"2022-05-01 12:24:40+00",97,"11.9",NULL,"0"
"2022-05-01 12:25:46+00",97,"12",NULL,"0"
"2022-05-01 12:26:52+00",97,"12.1",NULL,"0"
"2022-05-01 12:26:52+00",97,NULL,0,NULL
"2022-05-01 12:29:04+00",97,"12.2",NULL,"0"
"2022-05-01 12:30:10+00",97,"12.3",NULL,"1"
"2022-05-01 12:31:16+00",97,"12.4",NULL,"1"
"2022-05-01 12:33:28+00",97,"12.5",NULL,"1"
"2022-05-01 12:36:47+00",97,"12.4",NULL,"1"
"2022-05-01 12:38:59+00",97,"12.2",NULL,"1"
"2022-05-01 12:40:05+00",97,"12.1",NULL,"1"
"2022-05-01 12:41:11+00",97,"12",NULL,"0"
"2022-05-01 12:42:17+00",97,"11.9",NULL,"0"
"2022-05-01 12:43:24+00",97,NULL,1,NULL
"2022-05-01 12:43:24+00",97,"11.7",NULL,"0"
"2022-05-01 12:44:30+00",97,"11.6",NULL,"0"
"2022-05-01 12:45:36+00",97,"11.5",NULL,"0"
"2022-05-01 12:46:42+00",97,"11.4",NULL,"0"
"2022-05-01 12:47:48+00",97,"11.2",NULL,"0"
"2022-05-01 12:48:54+00",97,"11.1",NULL,"0"
"2022-05-01 12:51:06+00",97,"11",NULL,"0"
"2022-05-01 12:58:49+00",97,"11.1",NULL,"0"
"2022-05-01 12:59:55+00",97,"11.2",NULL,"0"
"2022-05-01 13:02:08+00",97,"11.3",NULL,"0"
"2022-05-01 13:03:14+00",97,"11.4",NULL,"0"
"2022-05-01 13:04:20+00",97,"11.5",NULL,"0"
"2022-05-01 13:05:26+00",97,"11.6",NULL,"0"
"2022-05-01 13:06:33+00",97,"11.7",NULL,"0"
"2022-05-01 13:07:39+00",97,"11.8",NULL,"0"
"2022-05-01 13:08:45+00",97,"11.9",NULL,"0"
"2022-05-01 13:09:51+00",97,"12",NULL,"0"
"2022-05-01 13:10:57+00",97,NULL,0,NULL
"2022-05-01 13:10:57+00",97,"12.1",NULL,"0"
"2022-05-01 13:13:10+00",97,"12.2",NULL,"0"
"2022-05-01 13:14:16+00",97,"12.3",NULL,"1"
"2022-05-01 13:15:22+00",97,"12.4",NULL,"1"
"2022-05-01 13:17:34+00",97,"12.5",NULL,"1"
"2022-05-01 13:25:17+00",97,"12.4",NULL,"1"
"2022-05-01 13:27:29+00",97,"12.3",NULL,"1"
"2022-05-01 13:29:42+00",97,"12.2",NULL,"1"
"2022-05-01 13:31:54+00",97,"12.1",NULL,"1"
"2022-05-01 13:33:00+00",97,"12",NULL,"1"
"2022-05-01 13:34:06+00",97,"11.9",NULL,"0"
"2022-05-01 13:35:12+00",97,"11.8",NULL,"0"
"2022-05-01 13:36:19+00",97,NULL,1,NULL
"2022-05-01 13:36:19+00",97,"11.7",NULL,"0"
"2022-05-01 13:37:25+00",97,"11.6",NULL,"0"
"2022-05-01 13:38:31+00",97,"11.5",NULL,"0"
"2022-05-01 13:39:37+00",97,"11.4",NULL,"0"
"2022-05-01 13:40:44+00",97,"11.3",NULL,"0"
"2022-05-01 13:42:56+00",97,"11.2",NULL,"0"
"2022-05-01 13:51:44+00",97,"11.3",NULL,"0"
"2022-05-01 13:53:57+00",97,"11.4",NULL,"0"
"2022-05-01 13:57:15+00",97,"11.5",NULL,"0"
"2022-05-01 13:58:21+00",97,"11.6",NULL,"0"
"2022-05-01 14:00:33+00",97,"11.7",NULL,"0"
"2022-05-01 14:02:46+00",97,"11.8",NULL,"0"
"2022-05-01 14:03:52+00",97,"11.9",NULL,"0"
"2022-05-01 14:06:04+00",97,"12",NULL,"0"
"2022-05-01 14:07:10+00",97,NULL,0,NULL
"2022-05-01 14:08:16+00",97,"12.1",NULL,"0"
"2022-05-01 14:10:29+00",97,"12.2",NULL,"0"
"2022-05-01 14:12:41+00",97,"12.3",NULL,"1"
"2022-05-01 14:20:24+00",97,"12.2",NULL,"1"
"2022-05-01 14:22:37+00",97,"12.1",NULL,"1"
"2022-05-01 14:23:43+00",97,"12",NULL,"1"
"2022-05-01 14:24:49+00",97,"11.9",NULL,"0"
"2022-05-01 14:25:55+00",97,"11.8",NULL,"0"
"2022-05-01 14:28:07+00",97,NULL,1,NULL
"2022-05-01 14:28:07+00",97,"11.7",NULL,"0"
"2022-05-01 14:29:13+00",97,"11.6",NULL,"0"
"2022-05-01 14:30:19+00",97,"11.5",NULL,"0"
"2022-05-01 14:33:37+00",97,"11.4",NULL,"0"
"2022-05-01 14:40:14+00",97,"11.5",NULL,"0"
"2022-05-01 14:42:26+00",97,"11.6",NULL,"0"
"2022-05-01 14:44:38+00",97,"11.7",NULL,"0"
"2022-05-01 14:46:51+00",97,"11.8",NULL,"0"
"2022-05-01 14:47:58+00",97,"11.9",NULL,"0"
"2022-05-01 14:50:10+00",97,NULL,0,NULL
"2022-05-01 14:50:10+00",97,"12",NULL,"0"
"2022-05-01 14:51:16+00",97,"12.1",NULL,"0"
"2022-05-01 14:52:23+00",97,"12.2",NULL,"0"
"2022-05-01 14:54:35+00",97,"12.3",NULL,"1"
"2022-05-01 14:56:47+00",97,"12.4",NULL,"1"
"2022-05-01 15:01:11+00",97,"12.3",NULL,"1"
"2022-05-01 15:02:18+00",97,"12.2",NULL,"1"
"2022-05-01 15:03:24+00",97,"12.1",NULL,"1"
"2022-05-01 15:04:30+00",97,"12",NULL,"0"
"2022-05-01 15:05:36+00",97,"11.9",NULL,"0"
"2022-05-01 15:06:42+00",97,"11.7",NULL,"0"
"2022-05-01 15:06:42+00",97,NULL,1,NULL
"2022-05-01 15:07:48+00",97,"11.6",NULL,"0"
"2022-05-01 15:08:55+00",97,"11.5",NULL,"0"
"2022-05-01 15:10:01+00",97,"11.4",NULL,"0"
"2022-05-01 15:11:07+00",97,"11.3",NULL,"0"
"2022-05-01 15:12:13+00",97,"11.2",NULL,"0"
"2022-05-01 15:13:20+00",97,"11.1",NULL,"0"
"2022-05-01 15:15:32+00",97,"11",NULL,"0"
"2022-05-01 15:22:09+00",97,"11.1",NULL,"0"
"2022-05-01 15:24:22+00",97,"11.2",NULL,"0"
"2022-05-01 15:25:28+00",97,"11.3",NULL,"0"
"2022-05-01 15:27:40+00",97,"11.4",NULL,"0"
"2022-05-01 15:28:46+00",97,"11.5",NULL,"0"
"2022-05-01 15:29:52+00",97,"11.6",NULL,"0"
"2022-05-01 15:32:05+00",97,"11.7",NULL,"0"
"2022-05-01 15:33:11+00",97,"11.8",NULL,"0"
"2022-05-01 15:35:23+00",97,"11.9",NULL,"0"
"2022-05-01 15:36:29+00",97,"12",NULL,"0"
"2022-05-01 15:37:35+00",97,"12.1",NULL,"0"
"2022-05-01 15:37:35+00",97,NULL,0,NULL
"2022-05-01 15:39:48+00",97,"12.2",NULL,"0"
"2022-05-01 15:40:54+00",97,"12.3",NULL,"1"
"2022-05-01 15:42:00+00",97,"12.4",NULL,"1"
"2022-05-01 15:44:12+00",97,"12.5",NULL,"1"
"2022-05-01 15:49:43+00",97,"12.4",NULL,"1"
"2022-05-01 15:51:55+00",97,"12.3",NULL,"1"
"2022-05-01 15:55:13+00",97,"12.2",NULL,"1"
"2022-05-01 15:57:26+00",97,"12.1",NULL,"1"
"2022-05-01 15:58:32+00",97,"12",NULL,"0"
"2022-05-01 15:59:38+00",97,"11.9",NULL,"0"
"2022-05-01 16:00:44+00",97,"11.8",NULL,"0"
"2022-05-01 16:01:50+00",97,"11.7",NULL,"0"
"2022-05-01 16:01:50+00",97,NULL,1,NULL
"2022-05-01 16:02:56+00",97,"11.6",NULL,"0"
"2022-05-01 16:04:02+00",97,"11.5",NULL,"0"
"2022-05-01 16:05:08+00",97,"11.4",NULL,"0"
"2022-05-01 16:06:14+00",97,"11.3",NULL,"0"
"2022-05-01 16:11:46+00",97,"11.4",NULL,"0"
"2022-05-01 16:13:58+00",97,"11.5",NULL,"0"
"2022-05-01 16:15:04+00",97,"11.6",NULL,"0"
"2022-05-01 16:17:16+00",97,"11.7",NULL,"0"
"2022-05-01 16:18:22+00",97,"11.8",NULL,"0"
"2022-05-01 16:20:34+00",97,"11.9",NULL,"0"
"2022-05-01 16:21:41+00",97,"12",NULL,"0"
"2022-05-01 16:21:41+00",97,NULL,0,NULL
"2022-05-01 16:22:47+00",97,"12.1",NULL,"0"
"2022-05-01 16:23:53+00",97,"12.2",NULL,"0"
"2022-05-01 16:26:06+00",97,"12.3",NULL,"1"
"2022-05-01 16:27:12+00",97,"12.4",NULL,"1"
"2022-05-01 16:32:42+00",97,"12.3",NULL,"1"
"2022-05-01 16:36:01+00",97,"12.2",NULL,"1"
"2022-05-01 16:38:13+00",97,"12.1",NULL,"1"
"2022-05-01 16:40:25+00",97,"12",NULL,"0"
"2022-05-01 16:41:31+00",97,"11.9",NULL,"0"
"2022-05-01 16:43:44+00",97,"11.8",NULL,"0"
"2022-05-01 16:44:50+00",97,NULL,2,NULL
"2022-05-01 16:44:50+00",97,"11.7",NULL,"0"
"2022-05-01 16:45:56+00",97,NULL,1,NULL
"2022-05-01 16:48:08+00",97,"11.6",NULL,"0"
"2022-05-01 16:53:39+00",97,"11.7",NULL,"0"
"2022-05-01 16:55:51+00",97,"11.8",NULL,"0"
"2022-05-01 16:56:58+00",97,"11.9",NULL,"0"
"2022-05-01 16:58:04+00",97,"12",NULL,"0"
"2022-05-01 16:59:10+00",97,"12.1",NULL,"0"
"2022-05-01 16:59:10+00",97,NULL,0,NULL
"2022-05-01 17:00:16+00",97,"12.2",NULL,"0"
"2022-05-01 17:01:22+00",97,"12.3",NULL,"1"
"2022-05-01 17:03:35+00",97,"12.4",NULL,"1"
"2022-05-01 17:05:47+00",97,"12.5",NULL,"1"
"2022-05-01 17:09:05+00",97,"12.4",NULL,"1"
"2022-05-01 17:11:17+00",97,"12.3",NULL,"1"
"2022-05-01 17:13:29+00",97,"12.2",NULL,"1"
"2022-05-01 17:14:36+00",97,"12.1",NULL,"1"
"2022-05-01 17:15:42+00",97,"12",NULL,"2"
"2022-05-01 17:16:48+00",97,"11.9",NULL,"0"
"2022-05-01 17:17:54+00",97,"11.8",NULL,"0"
"2022-05-01 17:19:00+00",97,NULL,1,NULL
"2022-05-01 17:19:00+00",97,"11.7",NULL,"0"
"2022-05-01 17:20:06+00",97,"11.6",NULL,"0"
"2022-05-01 17:21:13+00",97,"11.5",NULL,"0"
"2022-05-01 17:22:20+00",97,"11.4",NULL,"0"
"2022-05-01 17:23:26+00",97,"11.3",NULL,"0"
"2022-05-01 17:24:33+00",97,"11.2",NULL,"0"
"2022-05-01 17:26:46+00",97,"11.1",NULL,"0"
"2022-05-01 17:32:18+00",97,"11.2",NULL,"0"
"2022-05-01 17:35:37+00",97,"11.3",NULL,"0"
"2022-05-01 17:36:43+00",97,"11.4",NULL,"0"
"2022-05-01 17:38:56+00",97,"11.5",NULL,"0"
"2022-05-01 17:41:08+00",97,"11.6",NULL,"0"
"2022-05-01 17:43:20+00",97,"11.7",NULL,"0"
"2022-05-01 17:45:33+00",97,"11.8",NULL,"0"
"2022-05-01 17:46:39+00",97,"11.9",NULL,"0"
"2022-05-01 17:49:57+00",97,"12",NULL,"0"
"2022-05-01 17:51:04+00",97,NULL,0,NULL
"2022-05-01 17:52:10+00",97,"12.1",NULL,"0"
"2022-05-01 17:54:22+00",97,"12.2",NULL,"0"
"2022-05-01 17:56:34+00",97,"12.3",NULL,"1"
"2022-05-01 18:03:12+00",97,"12.2",NULL,"1"
"2022-05-01 18:05:24+00",97,"12.1",NULL,"1"
"2022-05-01 18:06:31+00",97,"12",NULL,"1"
"2022-05-01 18:07:37+00",97,"12",NULL,"0"
"2022-05-01 18:08:43+00",97,"11.9",NULL,"0"
"2022-05-01 18:09:49+00",97,"11.8",NULL,"0"
"2022-05-01 18:10:56+00",97,NULL,1,NULL
"2022-05-01 18:10:56+00",97,"11.7",NULL,"0"
"2022-05-01 18:13:08+00",97,"11.6",NULL,"0"
"2022-05-01 18:14:14+00",97,"11.5",NULL,"0"
"2022-05-01 18:15:20+00",97,"11.4",NULL,"0"
"2022-05-01 18:17:34+00",97,"11.3",NULL,"0"
"2022-05-01 18:20:52+00",97,"11.2",NULL,"0"
"2022-05-01 18:23:05+00",97,"11.3",NULL,"0"
"2022-05-01 18:27:30+00",97,"11.4",NULL,"0"
"2022-05-01 18:30:49+00",97,"11.5",NULL,"0"
"2022-05-01 18:31:55+00",97,"11.6",NULL,"0"
"2022-05-01 18:34:08+00",97,"11.7",NULL,"0"
"2022-05-01 18:36:20+00",97,"11.8",NULL,"0"
"2022-05-01 18:38:33+00",97,"11.9",NULL,"0"
"2022-05-01 18:40:45+00",97,NULL,2,NULL
"2022-05-01 18:40:45+00",97,"12",NULL,"0"
"2022-05-01 18:41:51+00",97,"12.1",NULL,"0"
"2022-05-01 18:41:51+00",97,NULL,0,NULL
"2022-05-01 18:44:03+00",97,"12.2",NULL,"0"
"2022-05-01 18:45:10+00",97,"12.2",NULL,"2"
"2022-05-01 18:46:16+00",97,"12.3",NULL,"1"
"2022-05-01 18:47:22+00",97,"12.4",NULL,"1"
"2022-05-01 18:52:54+00",97,"12.3",NULL,"1"
"2022-05-01 18:54:00+00",97,"12.2",NULL,"1"
"2022-05-01 18:55:06+00",97,"12.1",NULL,"1"
"2022-05-01 18:56:13+00",97,"12",NULL,"1"
"2022-05-01 18:57:19+00",97,"11.9",NULL,"0"
"2022-05-01 18:58:25+00",97,"11.8",NULL,"0"
"2022-05-01 18:59:31+00",97,"11.7",NULL,"0"
"2022-05-01 18:59:31+00",97,NULL,1,NULL
"2022-05-01 19:00:37+00",97,"11.6",NULL,"0"
"2022-05-01 19:01:43+00",97,"11.5",NULL,"0"
"2022-05-01 19:02:49+00",97,"11.4",NULL,"0"
"2022-05-01 19:05:02+00",97,"11.3",NULL,"0"
"2022-05-01 19:08:21+00",97,"11.2",NULL,"0"
"2022-05-01 19:09:27+00",97,"11.3",NULL,"0"
"2022-05-01 19:12:45+00",97,"11.4",NULL,"0"
"2022-05-01 19:14:58+00",97,"11.5",NULL,"0"
"2022-05-01 19:17:10+00",97,"11.6",NULL,"0"
"2022-05-01 19:18:16+00",97,"11.7",NULL,"0"
"2022-05-01 19:19:22+00",97,"11.8",NULL,"0"
"2022-05-01 19:21:35+00",97,"11.9",NULL,"0"
"2022-05-01 19:22:41+00",97,NULL,0,NULL
"2022-05-01 19:22:41+00",97,"12",NULL,"0"
"2022-05-01 19:23:47+00",97,"12.1",NULL,"0"
"2022-05-01 19:24:54+00",97,"12.2",NULL,"0"
"2022-05-01 19:27:06+00",97,"12.3",NULL,"1"
"2022-05-01 19:28:12+00",97,"12.4",NULL,"1"
"2022-05-01 19:31:30+00",97,"12.5",NULL,"1"
"2022-05-01 19:35:55+00",97,"12.4",NULL,"1"
"2022-05-01 19:39:13+00",97,"12.3",NULL,"1"
"2022-05-01 19:40:19+00",97,"12.2",NULL,"1"
"2022-05-01 19:41:25+00",97,"12.1",NULL,"1"
"2022-05-01 19:42:32+00",97,"11.9",NULL,"0"
"2022-05-01 19:43:38+00",97,"11.8",NULL,"0"
"2022-05-01 19:44:44+00",97,NULL,1,NULL
"2022-05-01 19:44:44+00",97,"11.7",NULL,"0"
"2022-05-01 19:45:50+00",97,"11.6",NULL,"0"
"2022-05-01 19:46:56+00",97,"11.5",NULL,"0"
"2022-05-01 19:48:02+00",97,"11.3",NULL,"0"
"2022-05-01 19:50:15+00",97,"11.2",NULL,"0"
"2022-05-01 19:51:21+00",97,"11.1",NULL,"0"
